Item Fat Content,Item Identifier,Type,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Regular,FDU46,Food,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,1.11,10.3,84.854,5
Regular,FDY34,Food,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,1.1,10.5,167.1842,5
Regular,FDO09,Food,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,12.55,13.5,262.191,5
Regular,FDP48,Food,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,4.43,7.52,181.395,5
Regular,FDI12,Food,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,10.1,9.395,86.8856,5
Regular,FDY12,Food,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,14.14,9.8,50.0008,5
Regular,FDX48,Food,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,3.81,17.75,154.0656,5
Regular,FDV60,Food,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,11.8,20.2,195.811,5
Regular,FDQ47,Food,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,16.91,7.155,35.2874,5
Regular,FDZ13,Food,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,15.44,7.84,50.835,5
Regular,FDM04,Food,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,4.74,9.195,50.8666,5
Regular,FDS04,Food,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,14.75,10.195,141.5838,5
Regular,FDV28,Food,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0,16.1,35.1558,5
Regular,FDU19,Food,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,4.7,8.77,170.5422,5
Regular,FDE56,Food,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,16.01,17.25,61.5194,5
Regular,FDI07,Food,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,3.4,12.35,197.2426,5
Regular,FDU15,Food,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,13.65,36.6532,5
Regular,FDU27,Food,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,17.24,18.6,47.1376,5
Regular,FDN39,Food,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,6.59,19.35,167.0816,5
Regular,FDV10,Food,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,6.71,7.645,44.0112,5
Regular,FDO45,Food,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,3.82,13.15,89.4856,5
Regular,FDB23,Food,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.56,19.2,226.6062,5
Low Fat,NCY41,Non-Consumable,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,7.62,16.75,34.0532,5
Regular,FDW31,Food,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,4.34,11.35,197.0742,5
Regular,FDR55,Food,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,13.28,12.15,190.6872,5
Regular,FDX10,Food,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,12.44,6.385,34.3874,5
Low Fat,DRF49,Drink,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,7.11,7.27,114.4518,5
Low Fat,FDA23,Food,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,4.72,9.8,99.4016,5
Low Fat,FDR60,Food,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,13.04,14.3,77.2328,5
Low Fat,FDN60,Food,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,9.51,15.1,159.9604,5
Low Fat,FDU48,Food,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,5.53,18.85,131.5284,5
Low Fat,FDG60,Food,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,6.07,20.35,234.2616,5
Low Fat,FDU11,Food,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,9.26,4.785,121.0098,5
Low Fat,FDT49,Food,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,15.14,7,108.228,5
Low Fat,FDS37,Food,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,3.19,7.655,114.1492,5
Low Fat,FDK50,Food,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,2.84,7.96,163.2894,5
Low Fat,FDG26,Food,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,4.26,18.85,257.833,5
Low Fat,FDD14,Food,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,16.98,20.7,184.4266,5
Low Fat,FDK41,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,12.75,14.3,86.0224,5
Low Fat,FDD16,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,3.63,20.5,72.9696,5
Low Fat,FDZ44,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,3.87,8.185,115.8808,5
Low Fat,FDO44,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,8.74,12.6,109.9228,5
Low Fat,DRL11,Drink,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,4.8,10.5,157.0946,5
Low Fat,NCU17,Non-Consumable,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,9.29,5.32,100.6674,5
Low Fat,NCL41,Non-Consumable,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,4.17,12.35,36.3216,5
Low Fat,NCS53,Non-Consumable,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,8.98,14.5,159.4604,5
Low Fat,NCV17,Non-Consumable,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,1.61,18.85,130.2626,5
Low Fat,NCO14,Non-Consumable,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,2.96,9.6,42.6086,5
Low Fat,NCU18,Non-Consumable,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,5.58,15.1,140.2496,5
Low Fat,NCI54,Non-Consumable,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,3.36,15.2,108.1912,5
Low Fat,NCQ50,Non-Consumable,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0,18.75,213.3218,5
Low Fat,NCC18,Non-Consumable,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,17.72,19.1,172.3422,5
Low Fat,NCQ38,Non-Consumable,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,1.34,16.35,106.128,5
Low Fat,FDL10,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,3.95,8.395,97.9042,5
Low Fat,FDE34,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,10.79,9.195,181.2634,5
Low Fat,FDL46,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,5.4,20.35,119.5466,5
Low Fat,FDH10,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,4.93,21,194.4478,5
Low Fat,DRE60,Drink,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,15.93,9.395,226.172,5
Low Fat,DRD60,Drink,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,3.72,15.7,182.4634,5
Regular,FDR36,Food,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,12.16,6.715,43.7454,5
Regular,FDL24,Food,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,2.49,10.3,170.9422,5
Regular,FDM36,Food,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,5.87,11.65,171.1422,5
Regular,FDD26,Food,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,7.21,8.71,183.3924,5
Regular,FDI02,Food,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,11.45,15.7,113.7202,5
Regular,FDE04,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,1.8,19.75,181.566,5
Regular,FDQ08,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,1.89,15.7,60.2536,5
Regular,FDV20,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,5.98,20.2,127.4678,5
Regular,FDW03,Food,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,2.45,5.63,106.1306,5
Regular,FDX51,Food,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,2.21,9.5,195.4452,5
Regular,FDR03,Food,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.87,15.7,207.898,5
Regular,FDW21,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.6,5.34,102.4358,5
Regular,FDJ58,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,10.53,15.6,173.2764,5
Low Fat,FDR48,Food,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,22.01,11.65,153.0024,5
Low Fat,FDO16,Food,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,2.53,5.48,83.325,5
Low Fat,FDE53,Food,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,4.5,10.895,107.228,5
Low Fat,FDV31,Food,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,17.86,9.8,177.937,5
Low Fat,FDF32,Food,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,11.4,16.35,198.2426,5
Low Fat,DRN35,Drink,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,11.76,8.01,36.6532,5
Low Fat,NCQ17,Non-Consumable,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,19.57,10.3,156.463,5
Low Fat,NCQ41,Non-Consumable,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,3.26,14.8,193.5794,5
Low Fat,NCN06,Non-Consumable,Household,2011,OUT010,Tier 3,Medium,Grocery Store,20.17,8.39,162.8868,5
Low Fat,NCF30,Non-Consumable,Household,2011,OUT010,Tier 3,Medium,Grocery Store,21.13,17,125.1362,5
Low Fat,FDQ39,Food,Meat,2011,OUT010,Tier 3,High,Grocery Store,13.56,14.8,190.8846,5
Low Fat,FDL45,Food,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,6.31,15.6,125.7704,5
Low Fat,FDR10,Food,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,1.68,17.6,163.4552,5
Low Fat,FDZ09,Food,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,17.55,17.6,163.6868,5
Low Fat,DRJ13,Drink,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,10.53,12.65,159.9578,5
Low Fat,DRD24,Drink,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,5.15,13.85,142.5154,5
Low Fat,DRH25,Drink,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,2.44,18.7,52.9324,5
Regular,FDC60,Food,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,19.16,5.425,87.0514,5
Regular,FDJ36,Food,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,21.47,14.5,102.7332,5
Regular,FDU47,Food,Breads,2011,OUT010,Tier 3,High,Grocery Store,19.06,12.8,138.7838,5
Regular,FDA03,Food,Dairy,2011,OUT010,Tier 3,High,Grocery Store,7.61,18.5,145.8102,5
Regular,FDY40,Food,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,14.37,15.5,48.4692,5
Regular,FDZ16,Food,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,26.76,16.85,194.1478,5
Regular,FDW07,Food,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,23.88,18,88.2514,5
Low Fat,FDW23,Food,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,8.19,5.765,36.7164,5
Low Fat,FDW59,Food,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,2.07,13.15,86.3566,5
Low Fat,DRF27,Drink,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,2.84,8.93,153.434,5
Low Fat,FDB15,Food,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,13.67,10.895,264.5568,5
Low Fat,FDG16,Food,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,8.97,15.25,213.7192,5
Low Fat,FDJ04,Food,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,12.43,18,118.3124,5
Low Fat,FDJ32,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,5.77,10.695,61.2536,5
Low Fat,FDM56,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,7.01,16.7,109.8912,5
Low Fat,FDB45,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,2.13,20.85,104.9306,5
Low Fat,DRJ23,Drink,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,4.16,18.35,188.1872,5
Low Fat,NCN06,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,12.04,8.39,163.4868,5
Low Fat,NCF43,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,5.19,8.51,142.247,5
Low Fat,NCG07,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,5.25,12.3,188.753,5
Low Fat,NCB55,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,16.05,15.7,59.2562,5
Low Fat,NCN30,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,1.7,16.35,97.441,5
Low Fat,FDF22,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,5.68,6.865,214.5218,5
Low Fat,FDQ10,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,3.32,12.85,170.6422,5
Low Fat,DRK13,Drink,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,11.51,11.8,198.2084,5
Low Fat,DRL37,Drink,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,5.33,15.5,44.477,5
Regular,FDL38,Food,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,1.47,13.8,89.9172,5
Regular,FDV13,Food,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,2.76,17.35,86.1856,5
Regular,FDX04,Food,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,4.15,19.6,46.0376,5
Regular,FDF53,Food,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,8.35,20.75,180.3318,5
Regular,FDD21,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0,10.3,115.0176,5
Regular,FDO20,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,15.2,12.85,252.3382,5
Regular,FDC21,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,4.29,14.6,109.8254,5
Regular,FDV19,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,3.52,14.85,159.5578,5
Regular,FDW43,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,2.24,20.1,225.9036,5
Regular,FDO46,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,1.42,9.6,187.1872,5
Regular,FDT10,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,6.2,16.7,60.9562,5
Regular,FDB23,Food,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.56,19.2,226.9062,5
Low Fat,FDN60,Food,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,9.55,15.1,157.3604,5
Low Fat,FDU23,Food,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.18,12.15,163.6184,5
Low Fat,FDM13,Food,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,6.34,6.425,132.8626,5
Low Fat,FDB50,Food,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,15.42,13,77.9986,5
Low Fat,FDC04,Food,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.52,15.6,242.9854,5
Low Fat,DRF03,Drink,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.55,19.1,40.3138,5
Low Fat,FDG53,Food,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.6,10,140.618,5
Low Fat,FDP16,Food,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.95,18.6,244.0802,5
Low Fat,FDE08,Food,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.95,18.2,147.3734,5
Low Fat,FDQ44,Food,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.63,20.5,121.2756,5
Low Fat,DRJ47,Drink,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.44,18.25,174.208,5
Low Fat,NCO05,Non-Consumable,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.67,7.27,100.4384,5
Low Fat,NCB54,Non-Consumable,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,5.03,8.76,127.3336,5
Low Fat,NCJ29,Non-Consumable,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.53,10.6,87.0224,5
Low Fat,NCE06,Non-Consumable,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,9.19,5.825,160.7894,5
Low Fat,NCP14,Non-Consumable,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,11.07,8.275,103.3306,5
Low Fat,NCH06,Non-Consumable,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,7.69,12.3,247.146,5
Low Fat,NCH55,Non-Consumable,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.48,16.35,128.402,5
Low Fat,NCN42,Non-Consumable,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.43,20.25,148.0418,5
Low Fat,FDM03,Food,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,12.35,12.65,108.2938,5
Low Fat,FDK55,Food,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.59,18.5,88.9172,5
Low Fat,FDU39,Food,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.62,18.85,58.5562,5
Low Fat,NCO07,Non-Consumable,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.98,9.06,211.856,5
Low Fat,FDF22,Food,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,5.71,6.865,212.0218,5
Low Fat,FDI46,Food,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,7.46,9.5,253.3724,5
Low Fat,FDD22,Food,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,10.01,10,113.3544,5
Low Fat,FDZ45,Food,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,6.71,14.1,200.4084,5
Low Fat,FDT45,Food,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,5.75,15.85,55.8956,5
Low Fat,FDL34,Food,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.11,16,139.9496,5
Low Fat,FDA45,Food,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,15.6,21.25,177.337,5
Low Fat,DRI01,Drink,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,7.97,172.0422,5
Low Fat,DRJ13,Drink,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,6.31,12.65,159.6578,5
Regular,FDU47,Food,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,11.43,12.8,142.2838,5
Regular,FDB02,Food,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.93,9.695,175.137,5
Regular,FDM50,Food,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.02,13,59.322,5
Regular,FDC14,Food,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,14.5,41.0454,5
Regular,FDH50,Food,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,16.21,15,182.5266,5
Regular,FDD52,Food,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,18.4,18.25,110.157,5
Regular,FDH04,Food,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.14,6.115,91.0488,5
Regular,FDH56,Food,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,6.41,9.8,116.7492,5
Regular,FDX31,Food,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.49,20.35,234.4958,5
Regular,FDO51,Food,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.22,6.785,44.0112,5
Regular,FDV22,Food,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,1,14.85,155.763,5
Regular,FDJ21,Food,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.87,16.7,146.6102,5
Low Fat,FDI14,Food,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,8.92,12.31,139.2496,5
Low Fat,FDU25,Food,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,2.66,12.31,56.2246,5
Low Fat,FDC53,Food,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.88,12.87,96.7384,5
Low Fat,FDD28,Food,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,5.3,12.87,59.5904,5
Low Fat,FDO40,Food,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,3.25,12.87,148.9392,5
Low Fat,FDT40,Food,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,9.53,12.87,125.5678,5
Low Fat,FDD33,Food,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,13.22,231.9642,5
Low Fat,FDW20,Food,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,2.4,13.22,124.973,5
Low Fat,DRN47,Drink,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,1.67,11.4,180.766,5
Low Fat,NCY53,Non-Consumable,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,5.82,13.14,110.4544,5
Low Fat,NCE19,Non-Consumable,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,9.26,13.38,53.4956,5
Low Fat,NCE55,Non-Consumable,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,12.93,13.38,178.237,5
Low Fat,NCG43,Non-Consumable,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,7.39,13.38,94.0462,5
Low Fat,NCH06,Non-Consumable,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,7.62,13.38,245.646,5
Low Fat,NCM30,Non-Consumable,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,6.7,13.38,39.2796,5
Low Fat,NCN42,Non-Consumable,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,1.42,13.38,145.6418,5
Low Fat,NCU42,Non-Consumable,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,1.94,13.38,166.5474,5
Low Fat,NCJ19,Non-Consumable,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,11.76,13.85,55.2588,5
Low Fat,FDD46,Food,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,14.06,12.99,154.7998,5
Low Fat,FDL33,Food,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,9.95,12.99,194.4452,5
Low Fat,FDP09,Food,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,3.37,12.99,211.6902,5
Low Fat,DRL37,Drink,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,5.31,11.85,44.377,5
Regular,FDE36,Food,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,12.28,165.5868,5
Regular,FDG12,Food,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.63,12.28,122.4098,5
Regular,FDU24,Food,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,13.95,12.28,94.312,5
Regular,FDK25,Food,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,15.61,12.77,169.3474,5
Regular,FDB14,Food,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,10.22,12.31,91.312,5
Regular,FDH50,Food,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,16.07,12.31,185.2266,5
Regular,FDZ02,Food,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,3.8,13.43,97.5726,5
Regular,FDH05,Food,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,9.05,12.87,229.7984,5
Regular,FDT19,Food,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,14.43,13.22,172.108,5
Regular,FDW19,Food,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,3.83,13.22,109.957,5
Regular,FDR51,Food,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,17.26,12.82,148.4708,5
Regular,FDY34,Food,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,1.09,12.99,167.0842,5
Regular,FDP49,Food,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.92,9,54.3614,4.9
Regular,FDG35,Food,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.7,21.2,173.5738,4.9
Low Fat,FDS52,Food,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.96,12.87,102.5016,4.9
Low Fat,FDR21,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,6.69,19.7,177.537,4.9
Regular,FDQ36,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,7.855,38.3848,4.9
Regular,FDE20,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.55,11.35,171.179,4.9
Regular,FDO20,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0,12.85,252.3382,4.9
Low Fat,FDZ20,Food,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,3.44,16.1,256.1356,4.9
Low Fat,FDK38,Food,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,5.33,6.65,147.7734,4.9
Low Fat,NCN53,Non-Consumable,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,5.08,5.175,33.6874,4.9
Regular,FDN04,Food,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,1.41,11.8,176.8344,4.9
Low Fat,NCP42,Non-Consumable,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.62,8.51,192.1478,4.9
Regular,FDY11,Food,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.97,6.71,65.0142,4.9
Low Fat,FDW28,Food,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,8.84,12.87,194.7452,4.9
Low Fat,NCL53,Non-Consumable,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,13.14,175.4028,4.9
Regular,FDW57,Food,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,11.59,8.31,179.1028,4.8
Low Fat,NCN07,Non-Consumable,Others,2011,OUT010,Tier 3,Small,Grocery Store,5.68,18.5,132.1284,4.8
Regular,FDP28,Food,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,13.5,13.65,260.0936,4.8
Regular,FDR52,Food,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,7.64,12.65,192.1846,4.8
